"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
5199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"une femme","1964","France","Bac+5 (Master ou équivalent)","Autre","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","5","3","1","3","Entre une et deux heures","Oui, dont certains intégralement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
10576,"un homme","1972","France","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","3","3","3","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
14462,"un homme","1975","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","3","2","1","1","1","Moins d'une heure","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
4131,"un homme","1979","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de Unow","J’ai déjà créé plusieurs entreprises","1","5","5","1","5","Entre quatre et six heures","Oui, mais tous suivis partiellement","4","5. Non, ce n’était pas un critère important","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps,Manque de collaboration avec les pairs","Très disponibles","échanges sur les fils de discussion de la plateforme,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Facile","De 4 à 8 heures","Oui\, je suis devenu Collaborateur sur au moins un projet","Très satisfaisante","4",NA,"B","B","En recherche d'emploi","Entre quatre et six heures"
13905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17281,"un homme","1969","Côte d'Ivoire","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Artisans, commerçants, chefs d'entreprise","par un ami ou une connaissance","J’ai lancé ma première société il y a plus d'un an","4","3","3","2","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
5433,"une femme",NA,NA,NA,NA,NA,NA,"Je suis en train de créer mon entreprise (phase de démarrage)",NA,NA,NA,NA,NA,NA,NA,NA,"3. Oui, cela a aidé","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à trouver du temps","Disponibles","discussion et lectures du groupe Facebook","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 30 minutes à 1 heure","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,NA,NA,NA,NA
14161,"un homme","1984","Niger","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","1","3","3","3","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","3. Oui, cela a aidé","La qualité du MOOC en général (supports de cours, échanges,...)","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps","Disponibles","discussion et lectures du groupe Facebook,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"B","B","Etudiants","Moins de deux heures"
6344,"un homme","1963","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","4","3","5","4","4","Entre quatre et six heures","Oui, dont certains intégralement","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","échanges sur la messagerie privée de la plateforme","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Très facile","De 2 à 4 heures","Oui\, j’ai soumis un projet en tant que Créateur","Très satisfaisante","4",NA,"B","B","Cadres et professions intellectuelles","Entre quatre et six heures"
8767,"un homme","1981","Niger","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","5","5","1","4","Entre une et deux heures","Oui, dont certains intégralement","5","5. Non, ce n’était pas un critère important","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 30 minutes à 1 heure","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","3",NA,"B","B","Cadres et professions intellectuelles","Moins de deux heures"
13779,"un homme","1986","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Autre","Employés","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","5","4","4","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"B","B","Employés","Entre deux et quatre heures"
13465,"un homme",NA,"France","Bac+5 (Master ou équivalent)","Langues et lettres","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","3","2","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook","Oui, des membres de ma famille","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
10712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15557,"une femme","1983","Maroc","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","4","5","5","1","3","Entre une et deux heures","Oui, mais tous suivis partiellement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","H&M","Cadres et professions intellectuelles","Moins de deux heures"
14070,"un homme","1969","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai déjà créé plusieurs entreprises","1","5","5","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Difficile","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Peu satisfaisante","2",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
16560,"un homme","1988","France","Bac ou équivalent","Mathématiques\, informatique","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","5","5","1","3","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre quatre et six heures"
11069,"un homme","1959","Canada francophone (Québec)","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai déjà créé plusieurs entreprises,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","4","5","4","1","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13381,"une femme","1987","Algérie","Bac+8 (Doctorat ou équivalent)","Sciences médicales","Etudiants","par un réseau social","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","4","4","4","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Etudiants","Moins de deux heures"
18116,"un homme","1988","France","Bac+3 (Licence ou équivalent)","Mathématiques\, informatique","En recherche d'emploi","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","1","3","4","1","3","Entre une et deux heures","Oui, mais tous suivis partiellement","4","4. Non, n’était pas le critère principal","La qualité du MOOC en général (supports de cours, échanges,...)","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook","Oui, autre cas de figure (voisins..)","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","5",NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
2174,"un homme",NA,"Algérie","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Employés","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","5","5","5","5","4","Entre deux et quatre heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Employés","Entre deux et quatre heures"
16477,"un homme","1977","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","autre","J’ai un projet de création d’entreprise (phase de réflexion)","5","5","2","1","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13477,"une femme","1985","France","Bac+8 (Doctorat ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Etudiants","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","5","2","4","1","4","Moins d'une heure","Non, c'est ma première participation à un MOOC","5","1. Oui, décisif","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook","Oui, des membres de ma famille","Regardé des vidéos ensemble,Fait les questionnaires/quizz ensemble,S’encourager mutuellement à poursuivre le MOOC","5","Facile","De 1 à 2 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Satisfaisante","3",NA,"TH","TH","Etudiants","Moins de deux heures"
11191,"un homme","1988","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","4","5","4","3","4","Moins d'une heure","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
13687,"une femme","1986","Algérie","Bac+5 (Master ou équivalent)","Sciences médicales","Employés","par un réseau social","Je n'ai aucune expérience en création d'entreprise","3","3","4","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Employés","Moins de deux heures"
15171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. Oui, c’est un paramètre très important","Le plaisir d’apprendre","Difficulté à trouver du temps","Très disponibles","échanges sur les fils de discussion de la plateforme","Oui, des membres de ma famille","S’encourager mutuellement à poursuivre le MOOC","4","Très facile","Moins de 30 minutes","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","Je n'ai pas participé à l'activité mi-MOOC",NA,NA,NA,NA,NA
16940,"un homme","1975","France","Bac+3 (Licence ou équivalent)","Géographie\, architecture\, urbanisme et aménagement du territoire","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai lancé ma première société il y a plus d'un an","4","3","4","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Aucune difficulté rencontrée","Disponibles","rencontres “physiques” (en face-à-face),échanges sur la messagerie privée de la plateforme","Oui, des collègues de travail","S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","1",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
5729,"un homme","1989","Burkina Faso","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un réseau social","J’ai lancé ma première société il y a plus d'un an","2","5","4","1","5","Entre deux et quatre heures","Oui, mais tous suivis partiellement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Entre deux et quatre heures"
17748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16349,"un homme","1965","France","Bac ou équivalent","Langues et lettres","Employés","autre","J’ai un projet de création d’entreprise (phase de réflexion)","3","4","1","3","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Employés","Moins de deux heures"
17507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14196,"un homme","1980","Côte d'Ivoire","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai déjà créé plusieurs entreprises","5","5","2","3","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","1. Oui, décisif","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à trouver du temps","Très disponibles","rencontres “physiques” (en face-à-face),discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées","Oui, des amis","Fait les questionnaires/quizz ensemble,S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"B","B","Cadres et professions intellectuelles","Moins de deux heures"
14060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
